Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years!!Bachelor's degree or higher,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 to 34 years,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 to 34 years!!Bachelor's degree or higher,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 35 to 44 years,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 35 to 44 years!!Bachelor's degree or higher,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 45 to 64 years,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 45 to 64 years!!Bachelor's degree or higher,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 65 years and over,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 65 years and over!!Bachelor's degree or higher,state_name,county_name
2346,234,3078,822,3214,1064,8998,2395,5926,1888, Vermont,Orange
1926,120,2995,599,3080,710,7743,1623,5947,1324, Vermont,Orleans
5656,590,6228,2156,5979,1943,17946,5279,12547,3788, Vermont,Rutland
5518,437,6468,2660,7001,3173,17201,7230,11080,4400, Vermont,Washington
3292,295,4602,1249,4588,1808,13244,5065,9378,3988, Vermont,Windham
3659,571,5861,2463,6081,2367,17033,6297,12557,4752, Vermont,Windsor
2252,118,3469,706,3396,596,9218,1736,7424,1538, Virginia,Accomack
12745,1988,13847,7879,12415,7029,27335,15535,19340,9772, Virginia,Albemarle
1065,58,1576,193,1525,306,4520,593,3607,596, Virginia,Alleghany
894,68,1450,167,1353,371,3997,781,2483,272, Virginia,Amelia
2815,293,3417,902,3500,677,9274,1583,6532,1177, Virginia,Amherst
1243,125,1775,565,1740,379,4416,930,3183,445, Virginia,Appomattox
18918,10574,57586,48407,38545,29868,52383,37291,24465,14686, Virginia,Arlington
5600,693,8612,1696,8908,2434,22221,5039,15368,3357, Virginia,Augusta
435,0,500,95,369,118,1314,98,965,189, Virginia,Bath
5882,692,7714,2432,8391,3291,24243,7119,16343,3716, Virginia,Bedford
409,0,772,100,846,131,1889,296,1438,174, Virginia,Bland
2340,135,3244,988,3386,1223,10580,2947,7302,1785, Virginia,Botetourt
1458,29,2260,278,2078,274,4515,458,3452,660, Virginia,Brunswick
1495,62,2495,393,2458,386,6741,635,4669,510, Virginia,Buchanan
1254,67,2268,250,2173,213,4949,655,3284,464, Virginia,Buckingham
4366,711,7377,2095,6260,1767,15398,3311,10809,1772, Virginia,Campbell
3011,148,3417,783,3887,943,8213,1535,4859,792, Virginia,Caroline
1939,43,3138,612,3174,624,8833,1150,7091,954, Virginia,Carroll
469,28,681,91,665,130,2435,394,1678,188, Virginia,Charles City
920,6,1120,171,1228,157,3467,351,2634,239, Virginia,Charlotte
30434,3220,41017,15467,46119,20119,94364,40253,49544,17668, Virginia,Chesterfield
1085,93,1277,328,1507,587,4584,1620,2990,797, Virginia,Clarke
381,25,728,216,427,145,1531,242,1088,289, Virginia,Craig
4114,217,5814,1324,6906,1659,13764,3492,7862,2369, Virginia,Culpeper
772,57,1105,248,1050,278,2799,337,2151,194, Virginia,Cumberland
1019,55,1665,151,1844,403,4181,432,3160,179, Virginia,Dickenson
2148,29,3654,861,3441,759,8522,1421,4884,782, Virginia,Dinwiddie
890,106,1006,163,1258,123,3176,474,2443,610, Virginia,Essex
95586,21597,153824,92620,165486,107915,310828,194781,149923,84847, Virginia,Fairfax
5342,549,7547,2324,8544,3470,20694,7555,11284,4138, Virginia,Fauquier
1017,12,1558,269,1821,551,4703,1158,3537,589, Virginia,Floyd
1944,164,2903,1256,3656,1254,7564,2203,5162,1831, Virginia,Fluvanna
4568,472,5637,1112,5542,1103,16846,3835,12797,2870, Virginia,Franklin
6790,708,10314,3060,10775,3630,24081,6324,14514,3850, Virginia,Frederick
1202,70,1795,419,1970,416,4768,912,3570,446, Virginia,Giles
2867,144,4354,1007,4184,1022,11592,2418,6921,1853, Virginia,Gloucester
1679,262,2105,723,2530,1157,7549,3433,4942,1846, Virginia,Goochland
1084,66,1708,209,1738,276,4775,687,3780,477, Virginia,Grayson
1271,137,2537,690,2389,708,5392,1712,3232,825, Virginia,Greene
924,20,2098,247,1499,174,3488,190,1710,194, Virginia,Greensville
2629,95,3448,678,3546,635,9768,1612,8097,910, Virginia,Halifax
9134,1054,10645,4421,12661,6307,31614,13355,18112,4959, Virginia,Hanover
25538,3886,46872,22398,43927,21738,87080,37819,49085,17266, Virginia,Henrico
3481,141,5193,841,5380,910,15154,2106,12104,1411, Virginia,Henry
73,0,156,47,178,33,682,101,857,241, Virginia,Highland
2686,238,3990,1195,4307,1346,11174,3013,6814,1553, Virginia,Isle of Wight
5405,724,7271,3106,8305,3970,20450,10364,18396,9986, Virginia,James City
455,35,635,193,868,253,2091,539,1628,249, Virginia,King and Queen
2219,177,3163,902,3662,1222,7183,2985,3355,1137, Virginia,King George
1409,131,2113,493,2109,573,4664,1006,2617,345, Virginia,King William
463,81,880,161,909,207,2953,1013,3879,1336, Virginia,Lancaster
1521,85,3082,283,2993,423,6956,835,4974,474, Virginia,Lee
28917,5699,47417,28178,67881,47923,102683,62642,35615,16822, Virginia,Loudoun
2471,240,4132,987,4144,959,10890,2584,7054,1778, Virginia,Louisa
1065,23,1264,123,1546,214,3537,350,2637,329, Virginia,Lunenburg
877,95,1615,338,1300,273,3817,870,2849,759, Virginia,Madison
576,39,694,226,866,169,2618,897,2741,637, Virginia,Mathews
2196,54,3064,777,3072,645,8862,1639,7722,1522, Virginia,Mecklenburg
578,10,1000,208,828,68,3226,659,3317,865, Virginia,Middlesex
26935,3413,13861,7663,9978,5242,20152,8358,11973,4183, Virginia,Montgomery
986,54,1290,423,1417,291,4531,1148,3853,1506, Virginia,Nelson
1512,116,2552,678,2868,852,6695,1890,3584,798, Virginia,New Kent
817,46,1145,189,1125,283,3341,840,3093,658, Virginia,Northampton
568,45,899,94,853,162,3585,979,4473,1598, Virginia,Northumberland
1427,68,2146,219,1811,295,4131,708,2925,405, Virginia,Nottoway
2810,246,3818,751,4399,847,9927,2565,7107,2179, Virginia,Orange
1573,78,2599,476,2777,267,7046,954,4966,687, Virginia,Page
1074,54,1598,376,1770,179,5537,798,4642,710, Virginia,Patrick
4324,413,6280,880,6726,1503,18851,2620,13372,1571, Virginia,Pittsylvania
2239,120,3038,587,3804,1168,9358,3169,5104,1304, Virginia,Powhatan
6169,362,2257,751,2190,583,4910,1356,3683,799, Virginia,Prince Edward
3485,112,5927,1412,5695,1308,9585,2318,5123,1165, Virginia,Prince George
40453,4214,62840,24084,70450,30757,117820,49780,44009,16695, Virginia,Prince William
2526,220,3818,673,3812,829,10250,2170,7691,1454, Virginia,Pulaski
591,29,718,111,680,217,2194,752,1907,886, Virginia,Rappahannock
454,42,1206,272,1022,167,2833,564,1881,229, Virginia,Richmond
7305,974,10440,4461,11338,4719,25921,9404,19843,5437, Virginia,Roanoke
1563,117,2258,597,2469,662,6530,1701,5754,1577, Virginia,Rockbridge
7520,580,8973,2665,9207,3116,21643,5119,15113,3575, Virginia,Rockingham
1959,155,2866,409,3218,614,8307,871,5610,544, Virginia,Russell
1450,134,2360,418,2485,433,6428,846,5155,491, Virginia,Scott
3087,146,4719,957,4834,1098,12246,2493,9158,1805, Virginia,Shenandoah
2286,101,3569,635,3545,600,8817,1397,6568,660, Virginia,Smyth
1204,105,1760,340,2015,450,5965,1053,3473,589, Virginia,Southampton
11260,1226,16499,5069,17119,6368,36506,11544,18263,5071, Virginia,Spotsylvania
14428,1613,19520,6692,20339,8972,39234,16675,14857,5159, Virginia,Stafford
440,45,810,204,510,91,2219,437,1413,289, Virginia,Surry
1193,71,1828,154,1460,171,3138,479,1969,265, Virginia,Sussex
3105,196,4499,831,5038,990,11993,1763,8938,966, Virginia,Tazewell
3403,216,4889,1016,4432,1114,11855,2412,6170,1396, Virginia,Warren
4281,219,5625,1361,6292,1993,15963,3553,12004,2188, Virginia,Washington
1215,121,1889,270,1768,390,5129,1047,4405,830, Virginia,Westmoreland
3500,144,5254,1016,4751,940,10713,1398,6806,770, Virginia,Wise
1923,220,3136,659,3507,885,8558,1664,5974,819, Virginia,Wythe
6048,804,7638,2923,9205,4762,18182,9676,10664,4140, Virginia,York
9350,2378,34479,23063,28953,19035,38433,23461,17766,9924, Virginia,Alexandria city
1224,47,2173,521,1991,489,4464,1462,3456,596, Virginia,Bristol city
1017,36,852,121,405,87,1670,274,1196,175, Virginia,Buena Vista city
9372,1355,9577,6363,5766,3330,9687,4649,5326,2337, Virginia,Charlottesville city
20762,2182,33978,11576,32499,12024,63480,21507,31085,8291, Virginia,Chesapeake city
1357,112,2159,543,2078,556,4307,1131,3550,852, Virginia,Colonial Heights city
467,76,722,57,671,124,1460,301,1131,139, Virginia,Covington city
3562,208,5204,988,4259,950,10732,1829,8342,1252, Virginia,Danville city
363,15,761,84,651,111,1187,213,916,78, Virginia,Emporia city
2160,458,3243,2157,3164,2290,6217,3626,3498,1729, Virginia,Fairfax city
1024,311,1752,1273,1941,1611,4071,3204,1816,1342, Virginia,Falls Church city
334,0,1103,241,1095,126,1993,394,1571,338, Virginia,Franklin city
5352,862,5146,1563,3222,1495,5813,2947,3084,1056, Virginia,Fredericksburg city
349,0,593,109,908,123,1795,285,1458,185, Virginia,Galax city
16024,1139,21200,6235,15095,4277,33995,8970,20215,4864, Virginia,Hampton city
17562,1384,7510,2886,5956,2170,8758,3210,4778,1529, Virginia,Harrisonburg city
1842,174,3333,516,2420,412,5613,850,3484,421, Virginia,Hopewell city
3402,209,564,458,391,174,1107,500,1128,358, Virginia,Lexington city
20137,2919,11139,5345,7125,2257,15292,4897,11368,3482, Virginia,Lynchburg city
3712,525,6304,1788,5941,1489,10155,3427,4003,1115, Virginia,Manassas city
1539,109,2693,775,2948,669,4021,1372,1437,277, Virginia,Manassas Park city
976,33,1463,346,1396,303,3523,701,2397,494, Virginia,Martinsville city
21527,1478,30510,8443,21493,6419,41696,10307,22744,5427, Virginia,Newport News city
43567,2947,47405,14783,27809,9183,51046,13504,26570,6590, Virginia,Norfolk city
282,43,530,148,556,75,1010,308,651,94, Virginia,Norton city
2924,246,4999,1234,3211,698,8285,1375,5241,996, Virginia,Petersburg city
962,215,1214,584,1437,559,3435,1605,2374,824, Virginia,Poquoson city
9210,708,15658,3954,11189,2822,22989,4360,13774,2789, Virginia,Portsmouth city
7621,1102,1898,890,1384,659,3386,1212,1532,354, Virginia,Radford city
28787,4244,48604,23743,26727,11027,53463,18731,29085,9077, Virginia,Richmond city
7567,834,15335,4129,12670,3627,25968,5260,15988,3371, Virginia,Roanoke city
3365,209,2926,804,2680,883,6699,1930,4803,1158, Virginia,Salem city
2158,308,3183,1227,3000,979,6335,2179,5126,1505, Virginia,Staunton city
7218,518,12182,3906,11489,3629,24537,7388,12764,3050, Virginia,Suffolk city
42825,4392,74440,24498,58680,23213,112135,41668,61804,21201, Virginia,Virginia Beach city
1650,131,3234,682,2813,944,5381,1566,3904,967, Virginia,Waynesboro city
5932,518,1799,945,834,366,2464,1319,2342,1592, Virginia,Williamsburg city
2963,251,3704,1549,3239,1208,7150,2325,4443,1421, Virginia,Winchester city
1986,65,2503,343,2192,233,3880,526,2138,430, Washington,Adams
1631,150,2462,396,2531,624,6099,1423,5122,1021, Washington,Asotin
16680,1188,26868,7054,24496,8624,47942,14894,28654,8986, Washington,Benton
6228,420,9340,2165,8791,2409,19599,4974,14177,3822, Washington,Chelan
4763,209,7947,1571,7610,1830,20376,5439,21715,6970, Washington,Clallam
38395,2826,62104,17948,63247,20085,123441,38759,71163,21160, Washington,Clark
170,6,357,124,465,89,1092,306,1128,259, Washington,Columbia
8065,237,13058,2124,12259,2006,28858,4695,20082,3797, Washington,Cowlitz
3439,170,5101,786,5021,1243,10242,2080,7229,1555, Washington,Douglas
551,6,648,111,900,130,2291,325,1928,516, Washington,Ferry
8767,308,14124,2341,12621,2342,18040,2781,8290,1907, Washington,Franklin
78,0,237,85,221,87,608,93,551,131, Washington,Garfield
9222,562,12798,1958,11227,2284,21110,3637,12882,2405, Washington,Grant
5131,227,8517,1088,8537,1351,20359,3501,15299,2737, Washington,Grays Harbor
7183,377,11430,2701,8402,2180,20857,6909,19848,8524, Washington,Island
1446,126,2739,661,2570,891,9586,4166,11038,5777, Washington,Jefferson
180320,40343,395519,234252,328328,190676,558909,273683,284332,124004, Washington,King
26416,1771,38340,10168,30899,10716,69433,24082,46144,16330, Washington,Kitsap
10113,880,5417,2022,4545,1393,10701,3530,7220,2063, Washington,Kittitas
1363,58,2117,810,2616,951,6271,1782,5126,1532, Washington,Klickitat
5768,205,9200,1499,9060,1597,21073,3695,16186,3048, Washington,Lewis
665,10,911,349,1044,288,2990,629,2701,652, Washington,Lincoln
4586,155,7280,1012,7191,759,17945,3095,14383,3386, Washington,Mason
3017,112,4510,629,4700,834,11163,2224,8837,2157, Washington,Okanogan
1308,64,1958,395,2147,262,6180,1055,6565,1476, Washington,Pacific
813,32,1175,225,1256,288,4137,753,3432,812, Washington,Pend Oreille
81593,6826,136148,34194,114427,33265,220125,58831,118606,33735, Washington,Pierce
856,56,1281,421,1716,776,5186,2363,5527,3269, Washington,San Juan
9797,351,15771,2886,14604,4057,32370,7967,25451,8237, Washington,Skagit
707,37,1153,262,1462,453,3851,886,2339,552, Washington,Skamania
62936,6513,118349,41326,112148,41063,219057,68630,104645,30699, Washington,Snohomish
48132,3906,75313,21479,61591,20241,128300,39806,79841,24639, Washington,Spokane
3066,187,4123,608,4459,918,13356,2425,10058,2032, Washington,Stevens
22974,1920,40356,12804,37233,14590,71863,25594,46930,17154, Washington,Thurston
271,15,242,12,421,32,1223,223,1410,372, Washington,Wahkiakum
7870,479,7626,2002,6735,2025,14731,4241,10636,3575, Washington,Walla Walla
31295,3061,29542,9623,26082,9528,53329,17371,37321,13594, Washington,Whatcom
17419,1579,7020,4337,4323,2428,8018,3545,5001,1820, Washington,Whitman
23917,862,33233,4965,29612,4968,54854,9138,33738,6169, Washington,Yakima
2039,53,1725,219,1840,286,4471,880,3226,373, West Virginia,Barbour
8771,915,15666,3565,15685,3718,31411,6222,16666,3364, West Virginia,Berkeley
1569,40,2232,192,2950,357,6527,620,4275,380, West Virginia,Boone
943,73,1638,199,1560,310,4068,755,3184,298, West Virginia,Braxton
2253,76,2206,518,2441,542,6505,1193,5124,837, West Virginia,Brooke
12659,1980,11701,3797,11062,3422,23030,5443,17200,3744, West Virginia,Cabell
426,12,668,98,842,89,2206,207,1716,270, West Virginia,Calhoun
672,107,790,105,1030,110,2507,196,1748,149, West Virginia,Clay
858,75,933,227,1125,149,2540,435,1762,276, West Virginia,Doddridge
3141,247,4750,841,5358,995,12416,1845,8902,977, West Virginia,Fayette
1268,69,1025,261,1146,158,2062,270,1332,256, West Virginia,Gilmer
854,58,1233,191,1265,181,3293,506,2778,307, West Virginia,Grant
2356,146,3926,1044,4129,948,9881,1836,7951,1335, West Virginia,Greenbrier
1701,76,2367,249,2534,426,7158,794,5073,647, West Virginia,Hampshire
2005,179,2927,547,3338,620,8865,1680,6632,933, West Virginia,Hancock
862,4,1365,204,1627,380,4093,541,3019,339, West Virginia,Hardy
5088,538,8080,2334,8405,2185,18914,4302,12875,2417, West Virginia,Harrison
2094,251,3192,729,3448,916,8188,1279,5764,650, West Virginia,Jackson
4698,466,6252,2082,7404,2673,16684,4918,8781,2770, West Virginia,Jefferson
13828,997,22473,6771,22200,6156,51297,12725,36609,8102, West Virginia,Kanawha
1135,100,1847,270,1923,270,4564,737,3269,404, West Virginia,Lewis
1420,34,2213,422,2678,158,5957,496,3890,253, West Virginia,Lincoln
2299,57,3740,388,4420,376,9476,871,6430,769, West Virginia,Logan
1170,15,2077,66,2259,122,5452,356,3875,192, West Virginia,McDowell
6382,522,6555,1922,6657,1942,14702,3097,10770,1775, West Virginia,Marion
2182,168,3407,706,3654,542,9228,1955,6707,944, West Virginia,Marshall
1814,201,2909,511,3270,591,7624,1029,5469,649, West Virginia,Mason
5127,352,6974,1874,6781,1154,15967,3240,12774,1988, West Virginia,Mercer
2328,168,3015,564,2930,593,7644,1060,5780,791, West Virginia,Mineral
1621,19,2756,270,3069,253,7015,681,4408,503, West Virginia,Mingo
22635,3029,17822,9737,12783,5696,22121,8729,12827,3923, West Virginia,Monongalia
804,0,1389,209,1478,325,3788,523,3317,472, West Virginia,Monroe
1227,82,1749,427,1889,139,5542,774,4033,903, West Virginia,Morgan
1672,84,2728,300,2978,762,7131,1207,5460,593, West Virginia,Nicholas
4329,272,4733,1781,4692,1939,11402,3422,8923,2373, West Virginia,Ohio
445,10,618,90,693,161,2114,249,1852,245, West Virginia,Pendleton
602,23,851,144,959,97,2218,249,1393,137, West Virginia,Pleasants
525,34,917,198,914,113,2533,392,2099,253, West Virginia,Pocahontas
2365,152,4455,768,4337,1033,9457,1367,6559,1024, West Virginia,Preston
3915,346,6577,1964,7452,2469,15792,4078,10125,1895, West Virginia,Putnam
5688,361,8991,1952,9933,2218,19885,3732,15077,2037, West Virginia,Raleigh
2430,132,3559,759,3231,527,8057,1164,6113,1174, West Virginia,Randolph
691,5,944,69,1070,118,2932,317,2253,311, West Virginia,Ritchie
907,131,1375,194,1632,363,4128,374,2983,391, West Virginia,Roane
725,8,1363,185,1669,293,3819,530,3115,434, West Virginia,Summers
1056,114,2071,475,2108,392,4872,817,3333,459, West Virginia,Taylor
484,34,720,96,757,200,2137,445,1764,302, West Virginia,Tucker
628,50,868,91,963,160,2698,443,1919,217, West Virginia,Tyler
2842,94,2674,564,2629,501,6474,1069,4843,667, West Virginia,Upshur
3003,111,4348,689,4937,1341,11384,1463,8211,868, West Virginia,Wayne
551,9,812,111,926,44,2505,389,1907,155, West Virginia,Webster
1145,44,1556,222,1672,244,4362,556,3515,308, West Virginia,Wetzel
333,44,648,65,671,77,1773,233,1137,97, West Virginia,Wirt
6448,405,9527,2386,10165,2829,23936,5231,16944,2800, West Virginia,Wood
1427,62,2179,133,2733,248,6091,580,4423,480, West Virginia,Wyoming
1070,46,1764,188,2038,330,6531,822,5773,891, Wisconsin,Adams
1488,70,1584,360,1775,373,4345,853,2956,528, Wisconsin,Ashland
3176,140,4925,1122,5015,980,12637,2521,9684,2021, Wisconsin,Barron
892,98,1234,412,1351,443,4886,1349,4028,1372, Wisconsin,Bayfield
24211,3264,35458,12060,33055,11973,68575,20078,37538,8790, Wisconsin,Brown
895,56,1327,324,1426,348,3957,643,2840,526, Wisconsin,Buffalo
839,108,1210,190,1420,293,4819,991,4286,966, Wisconsin,Burnett
3761,482,5312,1876,6690,2637,14894,4180,7158,1334, Wisconsin,Calumet
4540,291,7808,1769,8070,1911,18129,3705,11174,2083, Wisconsin,Chippewa
2700,108,3413,412,3695,517,8921,1074,5666,722, Wisconsin,Clark
4321,465,6636,1654,7131,2051,16735,3795,9968,1927, Wisconsin,Columbia
1208,80,1706,355,1674,339,4653,825,3674,640, Wisconsin,Crawford
73127,18275,83948,51459,70445,40068,127338,59337,70979,30259, Wisconsin,Dane
6450,420,10748,1965,10957,2204,26333,4423,15105,2145, Wisconsin,Dodge
1500,156,2499,594,2800,896,8274,2590,7961,3178, Wisconsin,Door
3775,251,5406,1356,5219,1405,12471,2793,7793,1902, Wisconsin,Douglas
8606,713,5065,1404,4782,1558,10619,2910,6825,1740, Wisconsin,Dunn
16969,1531,14378,4897,11683,4473,23780,7277,15665,4536, Wisconsin,Eau Claire
202,28,388,80,381,86,1562,277,1105,242, Wisconsin,Florence
9000,582,11947,3392,12181,3881,29155,6172,18365,3071, Wisconsin,Fond du Lac
753,31,870,129,865,133,2655,358,2054,326, Wisconsin,Forest
9263,305,5391,1553,5262,1698,12413,2503,8731,1829, Wisconsin,Grant
2597,200,4011,1250,4497,1221,10858,2534,6680,1139, Wisconsin,Green
1289,70,1827,406,1994,523,5415,942,4050,808, Wisconsin,Green Lake
1604,167,2606,701,2727,796,7010,1609,4254,972, Wisconsin,Iowa
297,3,448,90,544,146,1887,316,1713,367, Wisconsin,Iron
1529,94,2526,309,2362,357,5814,882,3792,563, Wisconsin,Jackson
8031,674,9766,2871,10576,3412,24294,5896,13910,2708, Wisconsin,Jefferson
1693,134,2930,511,3158,456,8037,1068,5330,640, Wisconsin,Juneau
16344,1297,21426,6102,21352,6672,47276,12443,22983,4336, Wisconsin,Kenosha
1492,164,2077,510,2429,638,5989,1065,4038,611, Wisconsin,Kewaunee
18987,1695,15108,5736,13133,5816,28537,9545,18678,5212, Wisconsin,La Crosse
1231,68,1841,405,1829,500,4698,830,3039,414, Wisconsin,Lafayette
1332,278,1817,364,1992,247,5848,1047,4470,695, Wisconsin,Langlade
1971,163,2586,555,3187,667,9016,1658,5818,915, Wisconsin,Lincoln
5830,493,8401,2121,9026,2219,23784,4684,15721,2502, Wisconsin,Manitowoc
10672,1132,16071,5279,16630,5063,37741,9149,23169,4300, Wisconsin,Marathon
2640,141,3972,715,4199,741,12531,2060,9370,1263, Wisconsin,Marinette
870,53,1404,250,1504,266,4848,683,3693,533, Wisconsin,Marquette
437,0,529,51,417,67,1094,185,591,169, Wisconsin,Menominee
92075,10039,155658,60315,121027,40535,227177,62210,125940,31968, Wisconsin,Milwaukee
3208,178,5430,1404,5427,1379,12529,2274,7537,1299, Wisconsin,Monroe
2421,218,3671,720,4257,900,12112,1932,7573,1084, Wisconsin,Oconto
2178,259,3373,925,3370,1124,11326,2818,9051,2508, Wisconsin,Oneida
16012,1547,24554,8361,24036,9094,50482,14200,26549,5617, Wisconsin,Outagamie
7861,1326,8534,4217,10033,5864,26059,13080,17044,7035, Wisconsin,Ozaukee
500,27,704,140,768,215,2181,431,1593,295, Wisconsin,Pepin
6851,443,4504,1466,4784,1650,11099,3047,5984,1527, Wisconsin,Pierce
2962,225,4313,975,4928,1280,13317,2780,8717,1503, Wisconsin,Polk
11589,836,8428,3434,7743,3317,17828,5232,11351,2949, Wisconsin,Portage
782,45,1123,200,1339,247,4475,740,3365,511, Wisconsin,Price
16504,1366,23369,5451,23304,6787,55247,14210,31584,7158, Wisconsin,Racine
1380,54,1634,290,1866,364,4951,953,3844,733, Wisconsin,Richland
13999,760,19790,4915,19907,5170,44391,9866,26139,4451, Wisconsin,Rock
938,34,1184,176,1419,267,4337,715,3348,545, Wisconsin,Rusk
6598,482,9940,3822,12540,4945,25276,8675,12029,3707, Wisconsin,St. Croix
4820,439,7487,2112,7848,2347,17683,4082,11474,2183, Wisconsin,Sauk
996,55,1421,254,1570,439,5070,1245,4141,1020, Wisconsin,Sawyer
2793,121,4270,693,4468,844,12075,1992,8474,1071, Wisconsin,Shawano
9444,964,13381,3574,13857,3807,32675,8476,20118,4253, Wisconsin,Sheboygan
1417,43,1946,380,2276,342,6044,917,3828,490, Wisconsin,Taylor
2101,160,3236,753,3457,805,8121,1549,5235,758, Wisconsin,Trempealeau
2065,104,2956,691,3229,768,8564,2025,5829,1117, Wisconsin,Vernon
1100,88,1749,415,1835,462,6839,1927,6644,2159, Wisconsin,Vilas
13233,1042,10773,2991,11345,3180,28335,8269,17631,5161, Wisconsin,Walworth
851,89,1309,323,1553,365,4945,1105,4038,929, Wisconsin,Washburn
9786,1561,14116,5686,16542,6338,40973,12580,23547,5332, Wisconsin,Washington
31446,5037,41738,21756,48921,27895,119066,52743,72414,23063, Wisconsin,Waukesha
3582,227,5369,1006,5896,1281,15419,3184,10451,1936, Wisconsin,Waupaca
